News,True_Sentiment,Predicted_Sentiment,Confidence
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,positive,0.9542987942695618
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,positive,0.9544079303741455
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,positive,0.9502228498458862
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive,positive,0.9531696438789368
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,positive,0.9441310167312622
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,positive,0.9572573304176331
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,positive,0.9531303644180298
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,positive,0.9467967748641968
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,positive,0.9471308588981628
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,positive,0.9538818597793579
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,positive,0.9574987292289734
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,positive,0.9496396780014038
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,positive,0.9576294422149658
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,positive,0.9425209760665894
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,positive,0.9527636766433716
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,positive,0.9517326951026917
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive,positive,0.9529046416282654
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive,positive,0.9564048647880554
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,positive,0.9541828632354736
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,positive,0.9097486138343811
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,positive,0.9525002837181091
EPS grew to 0.04 eur from 0.02 eur .,positive,positive,0.952499508857727
Exports grew 16.5 percent to 19.1 million liters .,positive,positive,0.9526435732841492
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,positive,0.9513264298439026
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,positive,0.9487338662147522
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,positive,0.9541347026824951
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,positive,0.9538794755935669
"However , the proportion of the paid standing orders grew in 2009 .",positive,positive,0.9541093707084656
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,positive,0.9473865628242493
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,positive,0.9492195248603821
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,positive,0.9573681354522705
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,positive,0.955447256565094
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,positive,0.9495242238044739
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive,positive,0.9482986330986023
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive,positive,0.952095627784729
Net sales surged by 30 % to EUR 36 million .,positive,positive,0.9565695524215698
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,positive,0.9522169828414917
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,positive,0.9456830024719238
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,positive,0.9520832300186157
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,positive,0.9529233574867249
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive,positive,0.9504677653312683
Operating profit of the Asian plants grew markedly .,positive,positive,0.9612429738044739
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,positive,0.953841507434845
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,positive,0.9554136991500854
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,positive,0.9102773070335388
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,positive,0.9552606344223022
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,positive,0.9536634683609009
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive,positive,0.9538676738739014
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,positive,0.9518146514892578
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive,positive,0.9528653025627136
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,positive,positive,0.9548312425613403
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive,positive,0.9584312438964844
Sales of security and system packaging increased slightly .,positive,positive,0.9569180607795715
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,positive,0.9564406275749207
The company 's market share is continued to increase further .,positive,positive,0.9521722197532654
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive,positive,0.9546371102333069
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,positive,0.9466544389724731
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive,positive,0.9546622037887573
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive,positive,0.9557426571846008
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive,positive,0.9576616883277893
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,positive,positive,0.9285363554954529
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive,positive,0.9507561326026917
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,positive,positive,0.951855480670929
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",positive,positive,0.9495307803153992
The value of the firm 's forestry holdings increased by SEK 3.6 bn .,positive,positive,0.9493355751037598
Turnover rose to EUR21m from EUR17m .,positive,positive,0.9509617686271667
Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,neutral,positive,0.7192297577857971
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral,neutral,0.8445179462432861
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral,neutral,0.9308100342750549
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,neutral,neutral,0.9524661898612976
"A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces .",neutral,neutral,0.9490532875061035
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral,neutral,0.9426836371421814
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,neutral,0.9097198843955994
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral,neutral,0.9333365559577942
It has80 branches in Finland with annual revenue in Finland of ?,neutral,neutral,0.9205191135406494
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,neutral,neutral,0.8889632225036621
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral,neutral,0.9540613293647766
"The contract value amounts to about EUR11m , the company added .",neutral,neutral,0.9222539663314819
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,neutral,neutral,0.8965829014778137
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,neutral,0.8746275305747986
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",neutral,neutral,0.9221022129058838
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral,neutral,0.947471559047699
